Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,12:34:59.108239,12:35:09.497610,1,-1.0
1,12:34:59.108239,12:35:12.807296,1,-1.0
1,12:34:59.108239,12:35:16.563099,1,-1.0
1,12:34:59.108239,12:35:21.171362,1,-1.0
1,12:34:59.108239,12:35:29.772868,1,-1.0
1,12:34:59.108239,12:35:32.846394,1,-1.0
