Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,12:47:46.389988,12:47:56.632362,-1,-1.0
1,12:47:46.389988,12:47:56.754816,-1,-1.0
1,12:47:46.389988,12:47:56.832654,-1,-1.0
1,12:47:46.389988,12:47:56.930020,-1,-1.0
1,12:47:46.389988,12:47:57.031292,-1,-1.0
1,12:47:46.389988,12:47:57.129909,-1,-1.0
1,12:47:46.389988,12:47:57.228661,-1,-1.0
1,12:47:46.389988,12:47:57.330204,-1,-1.0
1,12:47:46.389988,12:47:57.452340,-1,-1.0
1,12:47:46.389988,12:47:57.531436,-1,-1.0
1,12:47:46.389988,12:47:57.631622,-1,-1.0
1,12:47:46.389988,12:47:57.729622,-1,-1.0
1,12:47:46.389988,12:47:57.831074,-1,-1.0
1,12:47:46.389988,12:47:57.929103,-1,-1.0
1,12:47:46.389988,12:47:58.048060,-1,-1.0
1,12:47:46.389988,12:47:58.131827,-1,-1.0
1,12:47:46.389988,12:47:58.229839,-1,-1.0
1,12:47:46.389988,12:47:58.341765,-1,-1.0
1,12:47:46.389988,12:47:58.427864,-1,-1.0
1,12:47:46.389988,12:47:58.525704,-1,-1.0
1,12:47:46.389988,12:47:58.626367,-1,-1.0
1,12:47:46.389988,12:47:58.738256,-1,-1.0
1,12:47:46.389988,12:47:58.826705,-1,-1.0
1,12:47:46.389988,12:47:58.938036,-1,-1.0
1,12:47:46.389988,12:47:59.028758,-1,-1.0
1,12:47:46.389988,12:47:59.126626,-1,-1.0
1,12:47:46.389988,12:47:59.226634,-1,-1.0
1,12:47:46.389988,12:47:59.328011,-1,-1.0
1,12:47:46.389988,12:47:59.426841,-1,-1.0
1,12:47:46.389988,12:47:59.544694,-1,-1.0
1,12:47:46.389988,12:47:59.627771,-1,-1.0
1,12:47:46.389988,12:47:59.728131,-1,-1.0
1,12:47:46.389988,12:47:59.822881,-1,-1.0
1,12:47:46.389988,12:47:59.922628,-1,-1.0
1,12:47:46.389988,12:48:00.023709,-1,-1.0
1,12:47:46.389988,12:48:00.122672,-1,-1.0
1,12:47:46.389988,12:48:00.223053,-1,-1.0
1,12:47:46.389988,12:48:00.323610,-1,-1.0
1,12:47:46.389988,12:48:00.423651,-1,-1.0
1,12:47:46.389988,12:48:00.548081,-1,-1.0
1,12:47:46.389988,12:48:00.626074,-1,-1.0
1,12:47:46.389988,12:48:00.724326,-1,-1.0
1,12:47:46.389988,12:48:00.823926,-1,-1.0
1,12:47:46.389988,12:48:00.923619,-1,-1.0
1,12:47:46.389988,12:48:01.024689,-1,-1.0
1,12:47:46.389988,12:48:01.130231,-1,-1.0
1,12:47:46.389988,12:48:01.224685,-1,-1.0
1,12:47:46.389988,12:48:01.324409,-1,-1.0
1,12:47:46.389988,12:48:01.420265,-1,-1.0
1,12:47:46.389988,12:48:01.539464,-1,-1.0
1,12:47:46.389988,12:48:01.621104,-1,-1.0
1,12:47:46.389988,12:48:01.720039,-1,-1.0
1,12:47:46.389988,12:48:01.837253,-1,-1.0
1,12:47:46.389988,12:48:01.920912,-1,-1.0
1,12:47:46.389988,12:48:02.021751,-1,-1.0
1,12:47:46.389988,12:48:02.120319,-1,-1.0
1,12:47:46.389988,12:48:02.222832,-1,-1.0
1,12:47:46.389988,12:48:02.321184,-1,-1.0
1,12:47:46.389988,12:48:02.421489,-1,-1.0
1,12:47:46.389988,12:48:02.521015,-1,-1.0
1,12:47:46.389988,12:48:02.621385,-1,-1.0
1,12:47:46.389988,12:48:02.721814,-1,-1.0
1,12:47:46.389988,12:48:02.820615,-1,-1.0
1,12:47:46.389988,12:48:02.917958,-1,-1.0
1,12:47:46.389988,12:48:03.020024,-1,-1.0
1,12:47:46.389988,12:48:03.120011,-1,-1.0
1,12:47:46.389988,12:48:03.217964,-1,-1.0
1,12:47:46.389988,12:48:03.318523,-1,-1.0
1,12:47:46.389988,12:48:03.417419,-1,-1.0
1,12:47:46.389988,12:48:03.518522,-1,-1.0
1,12:47:46.389988,12:48:03.618113,-1,-1.0
1,12:47:46.389988,12:48:03.719406,-1,-1.0
1,12:47:46.389988,12:48:03.818770,-1,-1.0
1,12:47:46.389988,12:48:03.918382,-1,-1.0
1,12:47:46.389988,12:48:04.018818,-1,-1.0
1,12:47:46.389988,12:48:04.118014,-1,-1.0
1,12:47:46.389988,12:48:04.219191,-1,-1.0
1,12:47:46.389988,12:48:04.319396,-1,-1.0
1,12:47:46.389988,12:48:04.418315,-1,-1.0
1,12:47:46.389988,12:48:04.514241,-1,-1.0
1,12:47:46.389988,12:48:04.629178,-1,-1.0
1,12:47:46.389988,12:48:04.715315,-1,-1.0
1,12:47:46.389988,12:48:04.814801,-1,-1.0
1,12:47:46.389988,12:48:04.915055,-1,-1.0
1,12:47:46.389988,12:48:05.015284,-1,-1.0
1,12:47:46.389988,12:48:05.135992,-1,-1.0
1,12:47:46.389988,12:48:05.215939,-1,-1.0
1,12:47:46.389988,12:48:05.316507,-1,-1.0
1,12:47:46.389988,12:48:05.415394,-1,-1.0
1,12:47:46.389988,12:48:05.515790,-1,-1.0
1,12:47:46.389988,12:48:05.614520,-1,-1.0
1,12:47:46.389988,12:48:05.730317,-1,-1.0
1,12:47:46.389988,12:48:05.816365,-1,-1.0
1,12:47:46.389988,12:48:05.914715,-1,-1.0
1,12:47:46.389988,12:48:06.012045,-1,-1.0
1,12:47:46.389988,12:48:06.110242,-1,-1.0
1,12:47:46.389988,12:48:06.225259,-1,-1.0
1,12:47:46.389988,12:48:06.327922,-1,-1.0
1,12:47:46.389988,12:48:06.412442,-1,-1.0
1,12:47:46.389988,12:48:06.510604,-1,-1.0
1,12:47:46.389988,12:48:06.611428,-1,-1.0
1,12:47:46.389988,12:48:06.711211,-1,-1.0
1,12:47:46.389988,12:48:06.811502,-1,-1.0
1,12:47:46.389988,12:48:06.923399,-1,-1.0
1,12:47:46.389988,12:48:07.012665,-1,-1.0
1,12:47:46.389988,12:48:07.110800,-1,-1.0
1,12:47:46.389988,12:48:07.211187,-1,-1.0
1,12:47:46.389988,12:48:07.312242,-1,-1.0
1,12:47:46.389988,12:48:07.411551,-1,-1.0
1,12:47:46.389988,12:48:07.511424,-1,-1.0
1,12:47:46.389988,12:48:07.608665,-1,-1.0
1,12:47:46.389988,12:48:07.708256,-1,-1.0
1,12:47:46.389988,12:48:07.807515,-1,-1.0
1,12:47:46.389988,12:48:07.907351,-1,-1.0
1,12:47:46.389988,12:48:08.008256,-1,-1.0
1,12:47:46.389988,12:48:08.107951,-1,-1.0
1,12:47:46.389988,12:48:08.207804,-1,-1.0
1,12:47:46.389988,12:48:08.308054,-1,-1.0
1,12:47:46.389988,12:48:08.407754,-1,-1.0
1,12:47:46.389988,12:48:08.507338,-1,-1.0
1,12:47:46.389988,12:48:08.608816,-1,-1.0
1,12:47:46.389988,12:48:08.708763,-1,-1.0
1,12:47:46.389988,12:48:08.808373,-1,-1.0
1,12:47:46.389988,12:48:08.907869,-1,-1.0
1,12:47:46.389988,12:48:09.008519,-1,-1.0
1,12:47:46.389988,12:48:09.104062,-1,-1.0
1,12:47:46.389988,12:48:09.204221,-1,-1.0
1,12:47:46.389988,12:48:09.305123,-1,-1.0
1,12:47:46.389988,12:48:09.404826,-1,-1.0
1,12:47:46.389988,12:48:09.505200,-1,-1.0
1,12:47:46.389988,12:48:09.605187,-1,-1.0
1,12:47:46.389988,12:48:09.704671,-1,-1.0
1,12:47:46.389988,12:48:09.805082,-1,-1.0
1,12:47:46.389988,12:48:09.904208,-1,-1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
2,12:48:09.906287,12:48:10.007627,-1,-1.0
2,12:48:09.906287,12:48:10.106733,-1,-1.0
2,12:48:09.906287,12:48:10.205189,-1,-1.0
2,12:48:09.906287,12:48:10.306881,-1,-1.0
2,12:48:09.906287,12:48:10.405024,-1,-1.0
2,12:48:09.906287,12:48:10.504802,-1,-1.0
2,12:48:09.906287,12:48:10.605414,-1,-1.0
2,12:48:09.906287,12:48:10.700842,-1,-1.0
2,12:48:09.906287,12:48:10.801270,-1,-1.0
2,12:48:09.906287,12:48:10.900691,-1,-1.0
2,12:48:09.906287,12:48:11.001634,-1,-1.0
2,12:48:09.906287,12:48:11.104115,-1,-1.0
2,12:48:09.906287,12:48:11.201303,-1,-1.0
2,12:48:09.906287,12:48:11.302249,-1,-1.0
2,12:48:09.906287,12:48:11.401747,-1,-1.0
2,12:48:09.906287,12:48:11.501138,-1,-1.0
2,12:48:09.906287,12:48:11.602384,-1,-1.0
2,12:48:09.906287,12:48:11.724613,-1,-1.0
2,12:48:09.906287,12:48:11.802809,-1,-1.0
2,12:48:09.906287,12:48:11.923791,-1,-1.0
2,12:48:09.906287,12:48:12.004010,-1,-1.0
2,12:48:09.906287,12:48:12.117158,-1,-1.0
2,12:48:09.906287,12:48:12.198968,-1,-1.0
2,12:48:09.906287,12:48:12.327801,-1,-1.0
2,12:48:09.906287,12:48:12.401046,-1,-1.0
2,12:48:09.906287,12:48:12.504004,-1,-1.0
2,12:48:09.906287,12:48:12.608822,-1,-1.0
2,12:48:09.906287,12:48:12.698030,-1,-1.0
2,12:48:09.906287,12:48:12.798834,-1,-1.0
2,12:48:09.906287,12:48:12.900417,-1,-1.0
2,12:48:09.906287,12:48:12.999493,-1,-1.0
2,12:48:09.906287,12:48:13.098865,-1,-1.0
2,12:48:09.906287,12:48:13.198021,-1,-1.0
2,12:48:09.906287,12:48:13.301317,-1,-1.0
2,12:48:09.906287,12:48:13.398443,-1,-1.0
2,12:48:09.906287,12:48:13.498391,-1,-1.0
2,12:48:09.906287,12:48:13.598724,-1,-1.0
2,12:48:09.906287,12:48:13.698608,-1,-1.0
2,12:48:09.906287,12:48:13.796721,-1,-1.0
2,12:48:09.906287,12:48:13.894819,-1,-1.0
2,12:48:09.906287,12:48:13.995287,-1,-1.0
2,12:48:09.906287,12:48:14.095109,-1,-1.0
2,12:48:09.906287,12:48:14.194942,-1,-1.0
2,12:48:09.906287,12:48:14.296139,-1,-1.0
2,12:48:09.906287,12:48:14.394724,-1,-1.0
2,12:48:09.906287,12:48:14.495731,-1,-1.0
2,12:48:09.906287,12:48:14.595134,-1,-1.0
2,12:48:09.906287,12:48:14.695434,-1,-1.0
2,12:48:09.906287,12:48:14.795279,-1,-1.0
2,12:48:09.906287,12:48:14.895102,-1,-1.0
2,12:48:09.906287,12:48:14.996309,-1,-1.0
2,12:48:09.906287,12:48:15.095307,-1,-1.0
2,12:48:09.906287,12:48:15.195321,-1,-1.0
2,12:48:09.906287,12:48:15.291912,-1,-1.0
2,12:48:09.906287,12:48:15.406660,-1,-1.0
2,12:48:09.906287,12:48:15.491224,-1,-1.0
2,12:48:09.906287,12:48:15.592178,-1,-1.0
2,12:48:09.906287,12:48:15.691576,-1,-1.0
2,12:48:09.906287,12:48:15.791937,-1,-1.0
2,12:48:09.906287,12:48:15.912841,-1,-1.0
2,12:48:09.906287,12:48:15.992680,-1,-1.0
2,12:48:09.906287,12:48:16.091791,-1,-1.0
2,12:48:09.906287,12:48:16.209467,-1,-1.0
2,12:48:09.906287,12:48:16.291985,-1,-1.0
2,12:48:09.906287,12:48:16.391812,-1,-1.0
2,12:48:09.906287,12:48:33.056908,-1,-1.0
2,12:48:09.906287,12:48:33.176977,-1,-1.0
2,12:48:09.906287,12:48:33.280918,-1,-1.0
2,12:48:09.906287,12:48:33.330300,-1,-1.0
2,12:48:09.906287,12:48:33.473634,-1,-1.0
2,12:48:09.906287,12:48:33.557660,-1,-1.0
2,12:48:09.906287,12:48:33.657913,-1,-1.0
2,12:48:09.906287,12:48:33.757675,-1,-1.0
2,12:48:09.906287,12:48:33.854714,-1,-1.0
2,12:48:09.906287,12:48:33.952751,-1,-1.0
2,12:48:09.906287,12:48:34.053350,-1,-1.0
2,12:48:09.906287,12:48:34.160267,-1,-1.0
2,12:48:09.906287,12:48:34.256519,-1,-1.0
2,12:48:09.906287,12:48:34.353962,-1,-1.0
2,12:48:09.906287,12:48:34.453322,-1,-1.0
2,12:48:09.906287,12:48:34.552924,-1,-1.0
2,12:48:09.906287,12:48:34.653576,-1,-1.0
2,12:48:09.906287,12:48:34.777536,-1,-1.0
2,12:48:09.906287,12:48:34.855841,-1,-1.0
2,12:48:09.906287,12:48:34.953657,-1,-1.0
2,12:48:09.906287,12:48:35.054112,-1,-1.0
2,12:48:09.906287,12:48:35.153558,-1,-1.0
2,12:48:09.906287,12:48:35.273286,-1,-1.0
2,12:48:09.906287,12:48:35.355456,-1,-1.0
2,12:48:09.906287,12:48:35.449658,-1,-1.0
2,12:48:09.906287,12:48:35.551914,-1,-1.0
2,12:48:09.906287,12:48:35.649919,-1,-1.0
2,12:48:09.906287,12:48:35.750293,-1,-1.0
2,12:48:09.906287,12:48:35.849789,-1,-1.0
2,12:48:09.906287,12:48:35.952344,-1,-1.0
2,12:48:09.906287,12:48:36.051303,-1,-1.0
2,12:48:09.906287,12:48:36.150087,-1,-1.0
2,12:48:09.906287,12:48:36.269458,-1,-1.0
2,12:48:09.906287,12:48:36.352986,-1,-1.0
2,12:48:09.906287,12:48:36.469175,-1,-1.0
2,12:48:09.906287,12:48:36.551103,-1,-1.0
2,12:48:09.906287,12:48:36.678897,-1,-1.0
2,12:48:09.906287,12:48:36.753358,-1,-1.0
2,12:48:09.906287,12:48:36.850335,-1,-1.0
2,12:48:09.906287,12:48:36.946858,-1,-1.0
2,12:48:09.906287,12:48:37.065387,-1,-1.0
2,12:48:09.906287,12:48:37.148670,-1,-1.0
2,12:48:09.906287,12:48:37.247388,-1,-1.0
2,12:48:09.906287,12:48:37.363634,-1,-1.0
2,12:48:09.906287,12:48:37.449157,-1,-1.0
2,12:48:09.906287,12:48:37.547955,-1,-1.0
2,12:48:09.906287,12:48:37.648636,-1,-1.0
2,12:48:09.906287,12:48:37.763518,-1,-1.0
2,12:48:09.906287,12:48:37.850784,-1,-1.0
2,12:48:09.906287,12:48:37.949295,-1,-1.0
2,12:48:09.906287,12:48:38.049636,-1,-1.0
2,12:48:09.906287,12:48:38.152362,-1,-1.0
2,12:48:09.906287,12:48:38.247239,-1,-1.0
2,12:48:09.906287,12:48:38.350827,-1,-1.0
2,12:48:09.906287,12:48:38.448911,-1,-1.0
2,12:48:09.906287,12:48:38.544168,-1,-1.0
2,12:48:09.906287,12:48:38.644377,-1,-1.0
2,12:48:09.906287,12:48:38.743343,-1,-1.0
2,12:48:09.906287,12:48:38.843388,-1,-1.0
2,12:48:09.906287,12:48:38.943814,-1,-1.0
2,12:48:09.906287,12:48:39.043859,-1,-1.0
2,12:48:09.906287,12:48:39.144424,-1,-1.0
2,12:48:09.906287,12:48:39.269892,-1,-1.0
2,12:48:09.906287,12:48:39.346319,-1,-1.0
2,12:48:09.906287,12:48:39.445722,-1,-1.0
2,12:48:09.906287,12:48:39.543611,-1,-1.0
2,12:48:09.906287,12:48:39.644705,-1,-1.0
2,12:48:09.906287,12:48:39.744884,-1,-1.0
2,12:48:09.906287,12:48:39.844647,-1,-1.0
2,12:48:09.906287,12:48:39.944512,-1,-1.0
2,12:48:09.906287,12:48:40.039862,-1,-1.0
2,12:48:09.906287,12:48:40.162967,-1,-1.0
2,12:48:09.906287,12:48:40.243446,-1,-1.0
2,12:48:09.906287,12:48:40.341032,-1,-1.0
2,12:48:09.906287,12:48:40.457234,-1,-1.0
2,12:48:09.906287,12:48:40.540682,-1,-1.0
2,12:48:09.906287,12:48:40.640404,-1,-1.0
2,12:48:09.906287,12:48:40.742509,-1,-1.0
2,12:48:09.906287,12:48:40.840180,-1,-1.0
2,12:48:09.906287,12:48:40.940052,-1,-1.0
2,12:48:09.906287,12:48:41.059547,-1,-1.0
2,12:48:09.906287,12:48:41.141130,-1,-1.0
2,12:48:09.906287,12:48:41.240019,-1,-1.0
2,12:48:09.906287,12:48:41.360739,-1,-1.0
2,12:48:09.906287,12:48:41.441679,-1,-1.0
2,12:48:09.906287,12:48:41.540315,-1,-1.0
2,12:48:09.906287,12:48:41.636871,-1,-1.0
2,12:48:09.906287,12:48:41.754987,-1,-1.0
2,12:48:09.906287,12:48:41.836816,-1,-1.0
2,12:48:09.906287,12:48:41.938457,-1,-1.0
2,12:48:09.906287,12:48:42.038924,-1,-1.0
