Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,20:12:20.964240,20:12:29.468516,-1,-1.0
1,20:12:20.964240,20:12:51.639802,-1,-1.0
1,20:12:20.964240,20:12:58.774210,-1,-1.0
