Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,14:02:09.151359,14:02:17.952380,1,1.0
1,14:02:09.151359,14:02:18.384149,-1,1.0
1,14:02:09.151359,14:02:20.433050,-1,1.0
